id_grupo_pesquisa,codigo,base_pesquisa,home_page,id_coordenador,coordenador,area_conhecimento_cnpq,situacao
129383729,GED523-19,Saúde e Ambiente,Sem home page,5759708,HERBERT ARY ARZABE ANTEZAMA COSTA NOBREGA SISENANDO,Análise Toxicológica,EM CONSOLIDACÃO
85399228,GED264-11,Saúde e Sociedade,Sem home page,5756366,PETALA TUANI CANDIDO DE OLIVEIRA SALVADOR,Enfermagem,CONSOLIDADO
11460960,GEC207-09,"SAÚDE, GÊNERO, TRABALHO E MEIO AMBIENTE",Sem home page,25708,LORE FORTES,Sociologia,CONSOLIDADO
95950321,GEN467-18,Sertania e Educação,Sem home page,5758376,ROSSANA KESS BRITO DE SOUZA PINHEIRO,Educação,EM CONSOLIDACÃO
97193555,GEB399-16,Sismologia,Sem home page,5754275,JORDI JULIA CASAS,Geociências,EM CONSOLIDACÃO
124917711,GEJ557-19,Sismologia em Foco,Sem home page,5757166,PAULO HENRIQUE SOUSA DE OLIVEIRA,Sismologia,EM CONSOLIDACÃO
8130160,GEA200-08,Sistemas Complexos em Biofísica,Sem home page,3527585,UMBERTO LAINO FULCO,Biofísica,CONSOLIDADO
118689549,GEG437-17,Sistemas de Computação e Comumicações Energeticamente Eficientes,Sem home page,5752286,SAMUEL XAVIER DE SOUZA,Engenharia Elétrica,EM CONSOLIDACÃO
5,GCA004-00,SISTEMAS DE DEGRADAÇÃO DE PROTEÍNAS E CARBOIDRATOS,Sem home page,22728,ELIZEU ANTUNES DOS SANTOS,Ciências Biológicas,CONSOLIDADO
126223715,GEG477-18,Sistemas embarcados e microeletrônica,Sem home page,5753099,SAMAHERNI MORAIS DIAS,Engenharia Elétrica,EM CONSOLIDACÃO
131091697,GEG525-19,Sistemas Inteligentes,Sem home page,18741,ADRIAO DUARTE DORIA NETO,Engenharia Elétrica,EM CONSOLIDACÃO
20,GCG019-97,SISTEMAS INTELIGENTES,Sem home page,21342,JORGE DANTAS DE MELO,Engenharias,CONSOLIDADO
103337635,GEB371-15,SISTEMAS PETROLÍFEROS,Sem home page,23108,FRANCISCO PINHEIRO LIMA FILHO,Geociências,EM CONSOLIDACÃO
911657,GCA159-05,SISTEMÁTICA E BIOECOLOGIA DA ENTOMOFAUNA,http://www.ufrn.br,3020219,ADRIANA MONTEIRO DE ALMEIDA,Ciências Biológicas,CONSOLIDADO
151,GCA149-03,"SISTEMÁTICA, ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE DOS ECOSSISTEMAS NORDESTINOS",Sem home page,22188,ELIZA MARIA XAVIER FREIRE,Ciências Biológicas,CONSOLIDADO
3020513,GEA242-10,Sistemática e Ecologia de Fungos,Sem home page,5753053,BRUNO TOMIO GOTO,Botânica,CONSOLIDADO
89008238,GEA275-11,"Sistemática, florística e evolução de plantas",Sem home page,5753056,LEONARDO DE MELO VERSIEUX,Ciências Biológicas,EM CONSOLIDACÃO
3433621,GEF194-07,SOCIEDADE E ESPAÇO,www,21931,IONE RODRIGUES DINIZ MORAIS,Ciências Humanas,EM CONSOLIDACÃO
113352428,GEC383-15,Socioeconomia do Meio Ambiente e Política Ambiental,Sem home page,5755036,FABIO FONSECA FIGUEIREDO,Planejamento Urbano e Regional,EM CONSOLIDACÃO
911655,GCC156-04,SUBJETIVIDADE E DESENVOLVIMENTO HUMANO,www.cchla.ufrn.br/psicologia,18643,ELZA MARIA DO SOCORRO DUTRA,Ciências Humanas,CONSOLIDADO
98975686,GEG411-16,SustentAção - Grupo de Pesquisa e Extensão em Sustentabilidade,Sem home page,5752812,CILIANA REGINA COLOMBO,Engenharia de Produção,EM CONSOLIDACÃO
23,GCG022-84,TECFOTON - TELECOMUNICAÇÕES E FOTÔNICA,Sem home page,18185,HUMBERTO CESAR CHAVES FERNANDES,Engenharia Elétrica,CONSOLIDADO
77,GCB077-00,TECNOLOGIA DE TENSOATIVOS,Sem home page,18409,AFONSO AVELINO DANTAS NETO,Engenharias,CONSOLIDADO
127591003,GEE463-18,Tecnologia e Gestão da Informação e do Conhecimento,Sem home page,5756336,FERNANDO LUIZ VECHIATO,Processos da Comunicação,EM CONSOLIDACÃO
36,GCG035-99,TECNOLOGIA MINERAL,Sem home page,24347,RAQUEL FRANCO DE SOUZA,Engenharia de Transportes,CONSOLIDADO
1076791,GEG189-07,TECNOLOGIA SUPERCRÍTICA APLICADA A PRODUTOS NATURAIS E PRODUÇÃO DE BIODIESEL,www.ufrn.br,2289300,CAMILA GAMBINI PEREIRA,Engenharias,CONSOLIDADO
103962650,GEB374-15,Teoria Clássica dos Campos,Sem home page,5756590,MARIO OTAVIO SALLES,Matemática,EM CONSOLIDACÃO
136208528,GEE547-2019,Teoria Crítica das Organizações,Sem home page,5760164,MAX LEANDRO DE ARAUJO BRITO,Administração,EM CONSOLIDACÃO
122670184,GEC428-17,"TEORIA DA HISTÓRIA, HISTORIOGRAFIA E HISTÓRIA DOS ESPAÇOS",Sem home page,130657,RENATO AMADO PEIXOTO,História,EM CONSOLIDACÃO
88,GCB088-00,TEORIA DOS GRAFOS E ALGORITMOS,Sem home page,22933,MARCO CESAR GOLDBARG,Ciências Exatas e da Terra,CONSOLIDADO
26,GCG025-97,TERMOCIÊNCIAS E ENERGIAS RENOVÁVEIS,Sem home page,22703,JOSE WILSON LAGE NOGUEIRA,Engenharias,CONSOLIDADO
25,GCG024-00,TERMODINÂMICA E REATORES CATALÍTICOS,Sem home page,20904,CARLSON PEREIRA DE SOUZA,Engenharia Química,CONSOLIDADO
91773402,GEC293-12,TERRITORIUM - Planejamento Territorial e Geografia Política,Sem home page,5751762,CELSO DONIZETE LOCATEL,Geografia,CONSOLIDADO
99560528,GEC335-13,"Texto, Gramática e Ensino",Sem home page,5752773,CLEMILTON LOPES PINHEIRO,Linguística,CONSOLIDADO
52,GCF051-00,"Trabalho, Ética e Direitos",Sem home page,22890,SILVANA MARA DE MORAIS DOS SANTOS,Ciências Sociais Aplicadas,CONSOLIDADO
84,GCB084-90,TRANSFERÊNCIA DE MASSA E FLUIDO NA CROSTA TERRESTRE,Sem home page,21586,THOMAS FERREIRA DA COSTA CAMPOS,Ciências Exatas e da Terra,CONSOLIDADO
114628005,GEF393-16,"TURISMO, SOCIEDADE & TERRITÓRIO",Sem home page,5753878,MARCELO DA SILVA TAVEIRA,Turismo,EM CONSOLIDACÃO
95,GCC095-95,Unidade Interdisciplinar de Estudos sobre a Habitação e o Espaço Construído,Sem home page,20785,EDNA MARIA FURTADO,Planejamento Urbano e Regional,CONSOLIDADO
90843596,GEC285-12,"Violência, trabalho e ilegalismos",Sem home page,5756084,CLAUDIO ROBERTO DE JESUS,Planejamento Urbano e Regional,CONSOLIDADO
95508470,GEA342-13,Vislab,Sem home page,5753879,SERGIO TULIO NEUENSCHWANDER MACIEL,Fisiologia,EM CONSOLIDACÃO
